age,black,re75,treated,re78
38,0,3612.0378,0,2934.4182
25,1,750.66559,1,1641.751
48,0,4318.4136,0,5397.5947
50,0,3656.3215,0,4544.3071
22,1,1116.8135,0,912.00238
33,0,1951.2086,0,3807.6851
48,0,3117.4788,0,1499.0479
24,1,392.87408,1,3112.2153
32,0,1892.7946,0,2649.0015
17,0,1366.2786,0,2268.3772
20,0,2253.3699,0,2475.8147
55,0,3894.4563,0,5744.9194
27,0,2011.5896,0,1068.5133
22,1,1419.7983,0,944.19568
53,1,3368.6411,0,3002.4587
34,0,2983.123,0,4958.377
34,0,2843.5964,0,3614.0872
38,0,4316.6533,0,2342.6694
34,0,2448.6069,0,2002.326
25,0,2035.5334,0,2363.9565
26,1,1437.1785,0,2118.7617
55,0,3749.6204,0,4875.5752
27,0,2407.1567,0,2561.5325
43,1,2375.5383,0,1903.3523
25,0,671.59796,0,1570.2614
45,0,4093.873,0,3205.8542
54,0,3956.6887,0,3459.051
29,1,3263.855,0,4353.5513
33,1,2417.5288,0,1575.8018
20,0,1539.8,0,2656.8967
37,0,3016.8108,0,3213.4202
36,0,2386.0962,0,2343.291
46,0,4217.2568,0,3288.825
49,0,2915.113,0,2330.2361
33,0,2278.583,0,1445.0765
26,0,1648.7,0,1146.2994
53,1,3564.3113,0,3002.8113
21,0,1591.0924,0,2345.7292
55,0,4301.3076,0,3511.8767
23,1,2464.4546,0,1406.2855
57,0,4972.6963,0,4237.3667
23,1,490.2041,1,2311.312
26,0,2479.8638,0,2558.3357
33,1,1949.8217,0,2165.7424
46,1,3715.1602,0,3376.127
28,0,1182.4534,0,676.01154
25,0,2470.616,0,1720.9569
48,0,3847.0828,0,4424.8535
22,1,1129.7888,0,754.97229
24,0,1689.4993,0,1279.1439
35,0,1761.5193,0,1946.8282
44,0,3403.4478,0,3314.3318
39,1,2924.6936,0,4863.8203
34,0,2791.5557,0,4014.7046
19,0,461.16156,1,1199.866
39,1,2488.7214,0,1758.0211
45,0,3308.8972,0,4783.3506
34,0,1896.9684,0,2396.2522
54,1,4014.6758,0,2997.5833
21,0,1131.7883,0,1688.1582
25,0,2355.6602,0,2687.3411
20,1,1163.511,0,1888.6586
28,0,1735.0612,0,2446.5044
48,0,4392.3979,0,3793.7407
45,0,2858.9373,0,2824.9026
30,0,1896.126,0,1121.9098
53,1,3581.5684,0,2488.0535
42,0,2720.5264,0,1339.114
26,0,2473.8032,0,2624.2209
23,1,2026.3259,0,3303.0767
53,0,3163.7302,0,2338.9185
36,0,1859.8138,0,1465.0172
51,0,4832.9761,0,4254.6538
53,1,2815.678,0,3573.8589
25,0,2027.2488,0,763.10651
40,0,3566.8484,0,3851.5669
22,0,2536.9595,0,2300.2737
29,0,2561.2568,0,2293.1211
34,0,3217.3154,0,4036.4277
49,0,4330.4854,0,3640.0544
34,0,3010.6001,0,1624.9846
33,0,3617.1792,0,3129.8184
25,0,1835.6565,0,1696.8953
21,1,233.72739,1,1989.6235
22,1,1565.2554,0,2193.4504
44,0,3374.3503,0,3578.7671
37,0,2010.236,0,936.76776
34,1,2280.9185,0,2649.9543
55,0,3829.9316,0,4565.7573
21,1,537.76874,0,0
39,0,3586.5093,0,3211.8809
25,0,1605.1085,0,1250.035
46,0,3860.073,0,4962.9048
36,0,3043.6243,0,2348.0076
26,1,1241.6541,0,1303.6378
21,1,1353.049,0,772.49542
49,0,3125.4392,0,3002.8091
22,0,3103.26,0,2768.4436
44,0,3624.6887,0,3392.0044
38,1,3050.3511,0,2497.3279
44,0,2656.2429,0,3703.769
50,0,3563.0571,0,2337.1812
39,0,2751.6274,0,3565.9202
21,1,1007.9035,0,2191.998
21,0,365.71063,1,1013.2947
42,0,2633.3103,0,2207.7593
34,0,2977.3418,0,2948.9382
33,1,2722.4478,0,4304.2412
29,1,2878.0247,0,1497.25
27,1,1864.7653,0,2580.3557
23,0,1995.1746,0,2712.4456
37,0,4185.9209,0,4431.3252
22,1,1706.0608,0,2603.1458
43,0,3752.0417,0,4436.5371
45,0,3970.7429,0,2978.0488
35,0,2888.8694,0,2849.0437
19,1,1070.24,0,822.53772
50,0,3086.2351,0,2450.2129
42,0,4257.5093,0,3234.6777
28,0,2740.6602,0,2561.0498
47,0,2784.447,0,3012.7329
22,0,1962.6497,0,2245.3142
27,1,1755.2838,0,1857.698
42,0,2569.3218,0,1711.1661
33,0,2429.5283,0,1821.053
47,0,3675.6328,0,4464.8135
18,0,1555.4529,0,2429.5229
49,0,2772.5388,0,2642.1826
53,0,4575.7783,0,3978.2417
21,1,1481.3179,0,1673.0791
35,0,2125.0544,0,2507.8477
46,0,3005.9548,0,1045.4834
41,0,3302.3931,0,3451.916
29,1,903.45691,0,496.03351
56,0,3827.7488,0,3661.1699
29,1,1156.7452,0,2184.5693
27,0,2828.0044,0,2698.3506
38,1,2229.9897,0,1469.0546
29,1,2166.448,0,2527.4243
26,1,956.41376,0,2396.1084
38,0,2595.0757,0,4603.1519
35,0,3645.6106,0,3477.1504
27,0,2022.3108,0,920.07672
33,0,3100.0767,0,3225.4316
34,0,1679.485,0,1277.3169
28,0,2784.2468,0,2491.5798
42,1,3062.6919,0,3368.769
49,0,3347.6694,0,3020.2603
49,0,2242.8037,0,2996.3757
42,0,3737.0332,0,2335.8044
38,0,1022.3805,0,1376.8746
37,0,3269.4282,0,1768.7727
28,0,4168.9526,0,3749.7285
17,0,2364.8062,0,1085.0881
51,0,4374.8647,0,4833.8638
22,1,1673.8168,0,2122.0383
49,0,2943.6226,0,2337.2451
24,0,2505.666,0,3168.8093
27,1,1715.0254,0,1352.2808
43,0,4042.7942,0,4625.1655
24,0,1167.265,0,2817.8926
27,1,1322.4923,0,2114.6475
31,1,1591.7981,0,2500.0178
42,0,3692.2827,0,1969.1229
23,1,1158.9247,0,284.63846
32,0,2266.7686,0,2317.3428
29,1,1905.0696,0,2280.5178
35,0,2361.2026,0,3436.082
26,1,1365.6759,0,2662.5198
34,0,3318.3872,0,2211.2166
21,0,1201.0468,0,1260.7936
21,0,3411.7434,0,4025.5259
47,1,2249.1819,0,3137.397
27,1,2277.0315,0,3182.2659
30,0,2394.2268,0,1908.9468
32,0,2354.0671,0,3575.9978
22,0,1796.2878,0,2548.321
27,0,2264.5845,0,2268.1125
22,1,1507.4381,0,705.65302
52,0,3826.4487,0,5469.6567
29,0,3666.5742,0,3063.1255
21,0,795.43909,1,1702.2234
40,1,2970.0962,0,3377.9846
51,0,3726.1145,0,3283.3987
22,1,1931.6295,0,1502.4969
46,1,3294.1841,0,1536.3602
28,1,2294.7058,0,1724.4601
49,1,4164.9775,0,4048.0674
26,0,1671.809,0,1199.9103
25,0,2504.5776,0,2010.1536
30,0,1945.1379,0,1654.7134
19,0,600.75806,1,1664.158
54,0,4057.0474,0,3285.6238
47,0,2377.3472,0,2851.1924
29,1,2063.9998,0,1446.3728
50,0,5371.0127,0,3964.9695
53,0,3126.2598,0,1885.4951
26,1,1806.4395,0,2500.4573
26,0,3566.4031,0,3717.8643
34,0,1924.2537,0,2128.4211
47,0,2883.6584,0,3013.907
36,0,2265.2114,0,2000.3212
22,0,1666.1936,0,2347.2561
26,1,2709.3096,0,2457.4949
19,0,913.6012,1,1301.9348
16,1,978.24036,0,509.32889
40,1,2922.2087,0,2980.7473
29,1,2078.7349,0,1127.6093
19,1,1570.6868,0,2646.0984
30,0,2394.3091,0,2833.9915
23,0,760.57605,1,2435.4482
38,0,3197.7893,0,4841.6777
49,0,4296.8472,0,4325.5762
31,1,1290.0125,0,1265.6025
34,1,2500.0454,0,3012.3276
26,1,2619.9663,0,2588.6067
24,1,2251.5063,0,2844.228
46,1,3248.1333,0,3102.2861
26,0,1857.7351,0,2031.4376
50,1,2723.4119,0,2710.3054
28,0,2724.5706,0,3173.6648
18,0,522.40387,0,423.21161
19,0,290.1196,1,2610.8396
44,0,3641.8892,0,3250.813
36,0,2742.9343,0,2407.2034
26,1,2132.5237,0,875.80804
54,1,2606.1221,0,2864.8413
49,0,3832.5359,0,3714.6748
33,0,2297.5532,0,1320.6714
48,0,3389.929,0,2984.7549
27,0,1037.0868,0,1985.2056
26,0,1872.2379,0,2195.9236
31,1,2423.3564,0,2726.9265
41,1,2888.6936,0,1573.6827
50,1,2591.4717,0,2343.179
32,0,2126.7026,0,2460.8833
45,0,3567.8274,0,3322.9016
23,0,1924.5865,0,2473.4512
51,1,4117.146,0,3790.0381
28,0,2965.7961,0,1265.4854
28,1,3156.7471,0,2246.9321
31,0,3127.175,0,2749.1357
25,0,3090.2827,0,2309.5015
35,1,2443.729,0,1742.4042
50,0,3456.0786,0,3047.0627
23,0,3530.4526,0,3259.3059
29,0,2401.249,0,2760.3499
36,1,2426.947,0,2627.7876
25,0,1617.0583,0,636.40222
29,1,2092.6846,0,3245.3291
33,1,2992.2476,0,2911.5049
50,1,4671.894,0,4458.9775
46,0,4522.6689,0,4885.8965
49,0,3702.5757,0,3273.3416
29,0,3077.2751,0,4282.4761
34,0,2179.2019,0,2065.6282
31,1,2676.3889,0,954.19543
48,0,3658.2493,0,3926.3752
31,0,1614.3669,0,1066.7249
29,1,2429.5972,0,2664.2778
19,1,1356.3459,0,1567.4982
43,1,1946.7517,0,1937.3004
44,0,2200.4478,0,2209.0864
24,0,2053.8853,0,3487.3601
27,0,1694.2146,0,2762.1826
18,1,715.29626,1,583.83362
45,0,3307.5156,0,3578.6648
35,0,2272.0503,0,2015.6873
29,1,2829.3469,0,2550.4724
40,0,4028.1262,0,4224.1675
45,0,3231.2676,0,3368.2244
43,0,3657.3977,0,3311.1626
30,1,1281.8645,0,3193.2178
53,0,2790.564,0,3065.4929
35,0,1966.7751,0,2868.6963
26,0,1521.2722,0,1475.6483
50,0,3567.8989,0,2799.3599
42,1,2184.1475,0,2768.7043
26,0,1133.9799,0,1123.9293
47,0,3291.1099,0,3742.4929
30,1,1727.4446,0,2068.9966
24,0,1802.6305,0,1746.5792
27,0,2450.9839,0,3046.9956
45,1,3048.5063,0,3197.5774
32,0,2495.8916,0,2834.8074
27,1,1350.3806,0,1955.5326
52,0,3303.5911,0,4786.4844
33,1,2815.3645,0,2808.312
45,1,3752.7766,0,4358.957
43,0,4176.2393,0,4463.8091
35,1,3334.4036,0,2155.0649
19,0,2018.2214,0,3041.8833
29,1,1615.037,0,213.80751
46,0,3053.4204,0,2247.5305
37,0,3111.9941,0,2670.0305
40,0,2650.448,0,2243.4636
30,1,3101.094,0,3569.6865
27,1,1103.4419,0,595.41467
35,0,1793.6223,0,3543.2993
37,0,4175.8662,0,2431.4104
22,0,2941.9368,0,1739.6656
30,0,3638.3723,0,3602.6387
26,0,2337.175,0,1920.3556
23,0,2005.4551,0,1929.4868
43,0,3820.3726,0,3332.1729
45,0,3714.7839,0,3351.7334
54,1,2793.1797,0,2021.0779
47,0,2493.9946,0,3646.8652
48,0,2367.5156,0,2993.6577
48,0,4881.6787,0,4701.2515
21,1,1762.0599,0,473.8761
50,0,4636.8101,0,5936.6372
38,1,1719.8547,0,1764.9673
42,1,2919.9814,0,2896.1362
22,0,1743.9834,0,927.75427
28,1,2699.0918,0,2478.843
31,0,2516.5164,0,2991.9307
28,1,1984.5686,0,1763.4515
23,0,1956.6527,0,2800.4641
42,1,1853.1244,0,2867.3423
49,0,3787.491,0,2746.5725
44,0,3956.7676,0,3175.6685
35,1,873.21649,1,1797.8274
52,1,2992.0527,0,4610.6064
33,0,2596.0955,0,3280.9697
23,0,1058.6039,0,2731.8481
39,0,2181.1313,0,2826.7417
39,0,3005.791,0,2141.875
32,1,3039.8455,0,3442.0654
37,0,2128.3228,0,2411.7815
27,1,1883.8752,0,1329.0315
21,0,1730.235,0,2114.2207
31,0,1876.4202,0,3106.0908
41,1,1995.1381,0,1546.7664
21,1,653.66339,0,2423.0603
37,0,3349.6543,0,2071.9785
43,1,3683.2742,0,2850.9561
50,0,3201.7417,0,3116.6528
45,0,2216.7839,0,1201.9757
39,0,3243.019,0,3425.7148
37,0,3053.5627,0,3947.7903
27,0,1829.2861,0,2081.2334
22,1,201.72278,0,526.47644
31,0,2762.4324,0,2502.9988
